,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,GAMES_PLAYED_FLAG
0,76001,"Abdelnaby, Alaa",0,1990,1994,HISTADD_alaa_abdelnaby,0,,,,,Y
1,76002,"Abdul-Aziz, Zaid",0,1968,1977,HISTADD_zaid_abdul-aziz,0,,,,,Y
2,76003,"Abdul-Jabbar, Kareem",0,1969,1988,HISTADD_kareem_abdul-jabbar,0,,,,,Y
3,51,"Abdul-Rauf, Mahmoud",0,1990,2000,HISTADD_mahmoud_abdul-rauf,0,,,,,Y
4,1505,"Abdul-Wahad, Tariq",0,1997,2003,tariq_abdul-wahad,0,,,,,Y
5,949,"Abdur-Rahim, Shareef",0,1996,2007,shareef_abdur-rahim,0,,,,,Y
6,76005,"Abernethy, Tom",0,1976,1980,HISTADD_tom_abernethy,0,,,,,Y
7,76006,"Able, Forest",0,1956,1956,HISTADD_frosty_able,0,,,,,Y
8,76007,"Abramovic, John",0,1946,1947,HISTADD_brooms_abramovic,0,,,,,Y
9,101165,"Acker, Alex",0,2005,2008,alex_acker,0,,,,,Y
10,76008,"Ackerman, Donald",0,1953,1953,HISTADD_buddy_ackerman,0,,,,,Y
11,76009,"Acres, Mark",0,1987,1992,HISTADD_mark_acres,0,,,,,Y
12,76010,"Acton, Charles",0,1967,1967,HISTADD_bud_acton,0,,,,,Y
13,203112,"Acy, Quincy",1,2012,2015,quincy_acy,1610612758,Sacramento,Kings,SAC,kings,Y
14,76011,"Adams, Alvan",0,1975,1987,HISTADD_alvan_adams,0,,,,,Y
15,76012,"Adams, Don",0,1970,1976,HISTADD_don_adams,0,,,,,Y
16,200801,"Adams, Hassan",0,2006,2008,hassan_adams,0,,,,,Y
17,203919,"Adams, Jordan",1,2014,2015,jordan_adams,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
18,149,"Adams, Michael",0,1985,1995,HISTADD_michael_adams,0,,,,,Y
19,203500,"Adams, Steven",1,2013,2015,steven_adams,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
20,912,"Addison, Rafael",0,1986,1996,HISTADD_rafael_addison,0,,,,,Y
21,76015,"Adelman, Rick",0,1968,1974,HISTADD_rick_adelman,0,,,,,Y
22,202399,"Adrien, Jeff",0,2010,2014,jeff_adrien,0,,,,,Y
23,201167,"Afflalo, Arron",1,2007,2015,arron_afflalo,1610612752,New York,Knicks,NYK,knicks,Y
24,200772,"Ager, Maurice",0,2006,2010,maurice_ager,0,,,,,Y
25,76016,"Aguirre, Mark",0,1981,1993,HISTADD_mark_aguirre,0,,,,,Y
26,201336,"Ahearn, Blake",0,2007,2011,blake_ahearn,0,,,,,Y
27,76017,"Ainge, Danny",0,1981,1994,HISTADD_danny_ainge,0,,,,,Y
28,201582,"Ajinca, Alexis",1,2008,2015,alexis_ajinca,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
29,76018,"Akin, Henry",0,1966,1967,HISTADD_henry_akin,0,,,,,Y
30,203006,"Akognon, Josh",0,2012,2012,josh_akognon,0,,,,,Y
31,202374,"Alabi, Solomon",0,2010,2011,solomon_alabi,0,,,,,Y
32,76019,"Alarie, Mark",0,1986,1990,HISTADD_mark_alarie,0,,,,,Y
33,76020,"Alcorn, Gary",0,1959,1960,HISTADD_gary_alcorn,0,,,,,Y
34,203128,"Aldemir, Furkan",0,2014,2014,furkan_aldemir,0,,,,,Y
35,202332,"Aldrich, Cole",1,2010,2015,cole_aldrich,1610612746,Los Angeles,Clippers,LAC,clippers,Y
36,200746,"Aldridge, LaMarcus",1,2006,2015,lamarcus_aldridge,1610612759,San Antonio,Spurs,SAS,spurs,Y
37,76021,"Aleksinas, Chuck",0,1984,1984,HISTADD_chuck_aleksinas,0,,,,,Y
38,1626146,"Alexander, Cliff",1,2015,2015,cliff_alexander,1610612757,Portland,Trail Blazers,POR,blazers,Y
39,724,"Alexander, Cory",0,1995,2004,cory_alexander,0,,,,,Y
40,2042,"Alexander, Courtney",0,2000,2003,courtney_alexander,0,,,,,Y
41,76022,"Alexander, Gary",0,1993,1993,HISTADD_gary_alexander,0,,,,,Y
42,201570,"Alexander, Joe",0,2008,2009,joe_alexander,0,,,,,Y
43,2349,"Alexander, Victor",0,1991,2001,HISTADD_victor_alexander,0,,,,,Y
44,76024,"Alford, Steve",0,1987,1990,HISTADD_steve_alford,0,,,,,Y
45,76028,"Allen, Bob",0,1968,1968,HISTADD_bob_allen,0,,,,,Y
46,706,"Allen, Jerome",0,1995,1996,HISTADD_jerome_allen,0,,,,,Y
47,202730,"Allen, Lavoy",1,2011,2015,lavoy_allen,1610612754,Indiana,Pacers,IND,pacers,Y
48,76027,"Allen, Lucius",0,1969,1978,HISTADD_lucius_allen,0,,,,,Y
49,2124,"Allen, Malik",0,2001,2010,malik_allen,0,,,,,Y
50,76025,"Allen, Randy",0,1988,1989,HISTADD_randy_allen,0,,,,,Y
51,951,"Allen, Ray",0,1996,2013,ray_allen,0,,,,,Y
52,2754,"Allen, Tony",1,2004,2015,tony_allen,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
53,76029,"Allison, Odis",0,1971,1971,HISTADD_odis_allison,0,,,,,Y
54,200984,"Allred, Lance",0,2007,2007,lance_allred,0,,,,,Y
55,76030,"Allums, Darrell",0,1980,1980,HISTADD_darrell_allums,0,,,,,Y
56,201165,"Almond, Morris",0,2007,2011,morris_almond,0,,,,,Y
57,308,"Alston, Derrick",0,1994,1996,HISTADD_derrick_alston,0,,,,,Y
58,1747,"Alston, Rafer",0,1999,2009,rafer_alston,0,,,,,Y
59,1824,"Aluma, Peter",0,1998,1998,HISTADD_peter_aluma,0,,,,,Y
60,680,"Amaechi, John",0,1995,2002,john_amaechi,0,,,,,Y
61,732,"Amaya, Ashraf",0,1995,1996,HISTADD_ashraf_amaya,0,,,,,Y
62,202329,"Aminu, Al-Farouq",1,2010,2015,al-farouq_aminu,1610612757,Portland,Trail Blazers,POR,blazers,Y
63,200811,"Amundson, Lou",1,2006,2015,lou_amundson,1610612752,New York,Knicks,NYK,knicks,Y
64,76034,"Anderegg, Bob",0,1959,1959,HISTADD_bob_anderegg,0,,,,,Y
65,2365,"Andersen, Chris",1,2001,2015,chris_andersen,1610612748,Miami,Heat,MIA,heat,Y
66,2431,"Andersen, David",0,2009,2010,david_andersen,0,,,,,Y
67,101187,"Anderson, Alan",1,2005,2015,alan_anderson,1610612764,Washington,Wizards,WAS,wizards,Y
68,202079,"Anderson, Antonio",0,2009,2009,antonio_anderson,0,,,,,Y
69,76035,"Anderson, Cliff",0,1967,1970,HISTADD_cliff_anderson,0,,,,,Y
70,76036,"Anderson, Daniel",0,1974,1975,HISTADD_daniel_anderson,0,,,,,Y
71,1507,"Anderson, Derek",0,1997,2007,derek_anderson,0,,,,,Y
72,76037,"Anderson, Dwight",0,1982,1982,HISTADD_dwight_anderson,0,,,,,Y
73,944,"Anderson, Eric",0,1992,1993,HISTADD_eric_anderson,0,,,,,Y
74,246,"Anderson, Greg",0,1987,1997,HISTADD_greg_anderson,0,,,,,Y
75,202341,"Anderson, James",1,2010,2015,james_anderson,1610612758,Sacramento,Kings,SAC,kings,Y
76,76040,"Anderson, Jerome",0,1975,1976,HISTADD_jerome_anderson,0,,,,,Y
77,1626147,"Anderson, Justin",1,2015,2015,justin_anderson,1610612742,Dallas,Mavericks,DAL,mavericks,Y
78,72,"Anderson, Kenny",0,1991,2004,kenny_anderson,0,,,,,Y
79,76041,"Anderson, Kim",0,1978,1978,HISTADD_kim_anderson,0,,,,,Y
80,203937,"Anderson, Kyle",1,2014,2015,kyle_anderson,1610612759,San Antonio,Spurs,SAS,spurs,Y
81,76042,"Anderson, Michael",0,1988,1988,HISTADD_michael_anderson,0,,,,,Y
82,76043,"Anderson, Mitchell",0,1982,1984,HISTADD_jj_anderson,0,,,,,Y
83,98,"Anderson, Nick",0,1989,2002,HISTADD_nick_anderson,0,,,,,Y
84,76045,"Anderson, Richard",0,1982,1989,HISTADD_richard_anderson,0,,,,,Y
85,76046,"Anderson, Ron",0,1984,1993,HISTADD_ron_anderson,0,,,,,Y
86,201583,"Anderson, Ryan",1,2008,2015,ryan_j_anderson,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
87,1000,"Anderson, Shandon",0,1996,2005,shandon_anderson,0,,,,,Y
88,335,"Anderson, Willie",0,1988,1996,HISTADD_willie_anderson,0,,,,,Y
89,76048,"Anderzunas, Wally",0,1969,1969,HISTADD_wally_anderzunas,0,,,,,Y
90,101149,"Andriuskevicius, Martynas",0,2005,2006,martynas_andriuskevicius,0,,,,,Y
91,76049,"Anielak, Don",0,1954,1954,HISTADD_don_anielak,0,,,,,Y
92,76050,"Ansley, Michael",0,1989,1991,HISTADD_michael_ansley,0,,,,,Y
93,1512,"Anstey, Chris",0,1997,1999,HISTADD_chris_anstey,0,,,,,Y
94,203507,"Antetokounmpo, Giannis",1,2013,2015,giannis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,Y
95,2546,"Anthony, Carmelo",1,2003,2015,carmelo_anthony,1610612752,New York,Knicks,NYK,knicks,Y
96,21,"Anthony, Greg",0,1991,2001,HISTADD_greg_anthony,0,,,,,Y
97,201202,"Anthony, Joel",1,2007,2015,joel_anthony,1610612765,Detroit,Pistons,DET,pistons,Y
98,203544,"Antic, Pero",0,2013,2014,pero_antic,0,,,,,Y
99,2737,"Araujo, Rafael",0,2004,2006,rafael_araujo,0,,,,,Y
100,76053,"Arceneaux, Stacey",0,1961,1961,HISTADD_stacey_arceneaux,0,,,,,Y
101,76054,"Archibald, Nate",0,1970,1983,HISTADD_nate_archibald,0,,,,,Y
102,2425,"Archibald, Robert",0,2002,2003,robert_archibald,0,,,,,Y
103,76055,"Ard, Jim",0,1974,1977,HISTADD_jim_ard,0,,,,,Y
104,2240,"Arenas, Gilbert",0,2001,2011,gilbert_arenas,0,,,,,Y
105,2772,"Ariza, Trevor",1,2004,2015,trevor_ariza,1610612745,Houston,Rockets,HOU,rockets,Y
106,76056,"Arizin, Paul",0,1950,1961,HISTADD_paul_arizin,0,,,,,Y
107,76057,"Arlauckas, Joe",0,1987,1987,HISTADD_joe_arlauckas,0,,,,,Y
108,769,"Armstrong, B.J.",0,1989,1999,HISTADD_bj_armstrong,0,,,,,Y
109,76061,"Armstrong, Bob",0,1956,1956,HISTADD_bob_armstrong,0,,,,,Y
110,2220,"Armstrong, Brandon",0,2001,2003,brandon_armstrong,0,,,,,Y
111,353,"Armstrong, Darrell",0,1994,2007,darrell_armstrong,0,,,,,Y
112,200756,"Armstrong, Hilton",0,2006,2013,hilton_armstrong,0,,,,,Y
113,76060,"Armstrong, Paul",0,1948,1950,HISTADD_curly_armstrong,0,,,,,Y
114,76059,"Armstrong, Tate",0,1977,1978,HISTADD_tate_armstrong,0,,,,,Y
115,76062,"Arnelle, Jesse",0,1955,1955,HISTADD_jesse_arnelle,0,,,,,Y
116,76063,"Arnette, Jay",0,1963,1965,HISTADD_jay_arnette,0,,,,,Y
117,76064,"Arnzen, Bob",0,1970,1970,HISTADD_bob_arnzen,0,,,,,Y
118,2306,"Arroyo, Carlos",0,2001,2010,carlos_arroyo,0,,,,,Y
119,201589,"Arthur, Darrell",1,2008,2015,darrell_arthur,1610612743,Denver,Nuggets,DEN,nuggets,Y
120,76065,"Arthurs, John",0,1969,1969,HISTADD_john_arthurs,0,,,,,Y
121,201600,"Asik, Omer",1,2010,2015,omer_asik,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
122,355,"Askew, Vincent",0,1987,1997,HISTADD_vincent_askew,0,,,,,Y
123,173,"Askins, Keith",0,1990,1998,HISTADD_keith_askins,0,,,,,Y
124,76068,"Asmonga, Don",0,1953,1953,HISTADD_don_asmonga,0,,,,,Y
125,76069,"Atha, Richard",0,1955,1957,HISTADD_dick_atha,0,,,,,Y
126,1088,"Atkins, Chucky",0,1999,2009,chucky_atkins,0,,,,,Y
127,76070,"Attles, Alvin",0,1960,1970,HISTADD_alvin_attles,0,,,,,Y
128,76071,"Aubuchon, Chet",0,1946,1946,HISTADD_chet_aubuchon,0,,,,,Y
129,278,"Augmon, Stacey",0,1991,2005,stacey_augmon,0,,,,,Y
130,201571,"Augustin, D.J.",1,2008,2015,dj_augustin,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
131,200788,"Augustine, James",0,2006,2007,james_augustine,0,,,,,Y
132,1134,"Austin, Ike",0,1991,2001,ike_austin,0,,,,,Y
133,76073,"Austin, John",0,1966,1966,HISTADD_johnny_austin,0,,,,,Y
134,76074,"Austin, Ken",0,1983,1983,HISTADD_ken_austin,0,,,,,Y
135,138,"Avent, Anthony",0,1992,1999,HISTADD_anthony_avent,0,,,,,Y
136,76076,"Averitt, William",0,1976,1977,HISTADD_bird_averitt,0,,,,,Y
137,1895,"Avery, William",0,1999,2002,HISTADD_william_avery,0,,,,,Y
138,76078,"Awtrey, Dennis",0,1970,1981,HISTADD_dennis_awtrey,0,,,,,Y
139,202970,"Ayon, Gustavo",0,2011,2013,gustavo_ayon,0,,,,,Y
140,201965,"Ayres, Jeff",0,2009,2014,jeff_ayres,0,,,,,Y
141,101235,"Azubuike, Kelenna",0,2006,2011,kelenna_azubuike,0,,,,,Y
142,203569,"Babb, Chris",0,2013,2014,chris_babb,0,,,,,Y
143,202337,"Babbitt, Luke",1,2010,2015,luke_babbitt,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
144,76079,"Babic, Milos",0,1990,1991,HISTADD_milos_babic,0,,,,,Y
145,76080,"Bach, Johnny",0,1948,1948,HISTADD_johnny_bach,0,,,,,Y
146,76081,"Baechtold, Jim",0,1952,1956,HISTADD_jim_baechtold,0,,,,,Y
147,2053,"Bagaric, Dalibor",0,2000,2002,dalibor_bagaric,0,,,,,Y
148,76082,"Bagley, John",0,1982,1993,HISTADD_john_bagley,0,,,,,Y
149,76084,"Bailey, Carl",0,1981,1981,HISTADD_carl_bailey,0,,,,,Y
150,76083,"Bailey, Gus",0,1974,1979,HISTADD_gus_bailey,0,,,,,Y
151,76085,"Bailey, James",0,1979,1987,HISTADD_james_bailey,0,,,,,Y
152,1847,"Bailey, Thurl",0,1983,1998,HISTADD_thurl_bailey,0,,,,,Y
153,1753,"Bailey, Toby",0,1998,2002,HISTADD_toby_bailey,0,,,,,Y
154,203946,"Bairstow, Cameron",1,2014,2015,cameron_bairstow,1610612741,Chicago,Bulls,CHI,bulls,Y
155,1858,"Baker, Mark",0,1998,1998,HISTADD_mark_baker,0,,,,,Y
156,2486,"Baker, Maurice",0,2002,2004,maurice_baker,0,,,,,Y
157,76089,"Baker, Norm",0,1946,1946,HISTADD_norm_baker,0,,,,,Y
158,452,"Baker, Vin",0,1993,2005,vin_baker,0,,,,,Y
159,200764,"Balkman, Renaldo",0,2006,2011,renaldo_balkman,0,,,,,Y
160,76090,"Ball, Cedric",0,1990,1990,HISTADD_cedric_ball,0,,,,,Y
161,76091,"Ballard, Greg",0,1977,1988,HISTADD_greg_ballard,0,,,,,Y
162,76092,"Baltimore, Herschel",0,1946,1946,HISTADD_herk_baltimore,0,,,,,Y
163,76093,"Banks, Gene",0,1981,1986,HISTADD_gene_banks,0,,,,,Y
164,2556,"Banks, Marcus",0,2003,2010,marcus_banks,0,,,,,Y
165,76094,"Bannister, Ken",0,1984,1990,HISTADD_ken_bannister,0,,,,,Y
166,76095,"Bantom, Mike",0,1973,1981,HISTADD_mike_bantom,0,,,,,Y
167,76096,"Barber, John",0,1956,1956,HISTADD_john_barber,0,,,,,Y
168,2571,"Barbosa, Leandro",1,2003,2015,leandro_barbosa,1610612744,Golden State,Warriors,GSW,warriors,Y
169,76097,"Bardo, Stephen",0,1991,1995,HISTADD_stephen_bardo,0,,,,,Y
170,200826,"Barea, Jose Juan",1,2006,2015,jose_barea,1610612742,Dallas,Mavericks,DAL,mavericks,Y
171,200745,"Bargnani, Andrea",1,2006,2015,andrea_bargnani,1610612751,Brooklyn,Nets,BKN,nets,Y
172,76098,"Barker, Cliff",0,1949,1951,HISTADD_cliff_barker,0,,,,,Y
173,76099,"Barker, Tom",0,1976,1978,HISTADD_tom_barker,0,,,,,Y
174,787,"Barkley, Charles",0,1984,1999,HISTADD_charles_barkley,0,,,,,Y
175,2057,"Barkley, Erick",0,2000,2002,HISTADD_erick_barkley,0,,,,,Y
176,76102,"Barksdale, Don",0,1951,1954,HISTADD_don_barksdale,0,,,,,Y
177,203084,"Barnes, Harrison",1,2012,2015,harrison_barnes,1610612744,Golden State,Warriors,GSW,warriors,Y
178,76103,"Barnes, Harry",0,1968,1968,HISTADD_harry_barnes,0,,,,,Y
179,76105,"Barnes, Jim",0,1964,1970,HISTADD_jim_barnes,0,,,,,Y
180,76104,"Barnes, Marvin",0,1976,1979,HISTADD_marvin_barnes,0,,,,,Y
181,2440,"Barnes, Matt",1,2002,2015,matt_barnes,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
182,76107,"Barnett, Dick",0,1959,1973,HISTADD_dick_barnett,0,,,,,Y
183,76106,"Barnett, Jim",0,1966,1976,HISTADD_jim_barnett,0,,,,,Y
184,76108,"Barnhill, John",0,1962,1968,HISTADD_rabbit_barnhill,0,,,,,Y
185,76109,"Barnhill, Norton",0,1976,1976,HISTADD_norton_barnhill,0,,,,,Y
186,76110,"Barnhorst, Leo",0,1949,1953,HISTADD_barney_barnhorst,0,,,,,Y
187,76111,"Barr, John",0,1946,1946,HISTADD_john_barr,0,,,,,Y
188,76112,"Barr, Mike",0,1976,1976,HISTADD_mike_barr,0,,,,,Y
189,76113,"Barr, Thomas",0,1970,1970,HISTADD_moe_barr,0,,,,,Y
190,2857,"Barrett, Andre",0,2004,2007,andre_barrett,0,,,,,Y
191,76114,"Barrett, Ernie",0,1953,1955,europelive,0,,,,,Y
192,2853,"Barron, Earl",0,2005,2014,earl_barron,0,,,,,Y
193,344,"Barros, Dana",0,1989,2003,dana_barros,0,,,,,Y
194,699,"Barry, Brent",0,1995,2008,brent_barry,0,,,,,Y
195,1003,"Barry, Drew",0,1997,1999,HISTADD_drew_barry,0,,,,,Y
196,468,"Barry, Jon",0,1992,2005,jon_barry,0,,,,,Y
197,600013,"Barry, Rick",0,1965,1979,HISTADD_rick_barry,0,,,,,Y
198,76117,"Bartels, Ed",0,1949,1950,HISTADD_ed_bartels,0,,,,,Y
199,76118,"Bartolome, Vic",0,1971,1971,HISTADD_vic_bartolome,0,,,,,Y
200,203115,"Barton, Will",1,2012,2015,will_barton,1610612743,Denver,Nuggets,DEN,nuggets,Y
201,101188,"Basden, Eddie",0,2005,2005,eddie_basden,0,,,,,Y
202,76119,"Baskerville, Jerry",0,1975,1975,HISTADD_jerry_baskerville,0,,,,,Y
203,101138,"Bass, Brandon",1,2005,2015,brandon_bass,1610612747,Los Angeles,Lakers,LAL,lakers,Y
204,76120,"Bassett, Tim",0,1976,1979,HISTADD_tim_bassett,0,,,,,Y
205,1766,"Baston, Maceo",0,2002,2008,maceo_baston,0,,,,,Y
206,2370,"Bateer, Mengke",0,2001,2003,mengke_bateer,0,,,,,Y
207,76121,"Bates, Billyray",0,1979,1982,HISTADD_billy_ray_bates,0,,,,,Y
208,101212,"Batista, Esteban",0,2005,2006,esteban_batista,0,,,,,Y
209,2471,"Batiste, Mike",0,2002,2002,europelive,0,,,,,Y
210,1499,"Battie, Tony",0,1997,2011,tony_battie,0,,,,,Y
211,2203,"Battier, Shane",0,2001,2013,shane_battier,0,,,,,Y
212,174,"Battle, John",0,1985,1994,HISTADD_john_battle,0,,,,,Y
213,76123,"Battle, Kenny",0,1989,1992,HISTADD_kenny_battle,0,,,,,Y
214,76124,"Batton, Dave",0,1982,1983,HISTADD_dave_batton,0,,,,,Y
215,201587,"Batum, Nicolas",1,2008,2015,nicolas_batum,1610612766,Charlotte,Hornets,CHA,hornets,Y
216,76125,"Baum, Johnny",0,1969,1970,HISTADD_johnny_baum,0,,,,,Y
217,76126,"Baumholtz, Frankie",0,1946,1946,HISTADD_frankie_baumholtz,0,,,,,Y
218,2437,"Baxter, Lonny",0,2002,2005,lonny_baxter,0,,,,,Y
219,201573,"Bayless, Jerryd",1,2008,2015,jerryd_bayless,1610612749,Milwaukee,Bucks,MIL,bucks,Y
220,76127,"Baylor, Elgin",0,1958,1971,HISTADD_elgin_baylor,0,,,,,Y
221,203382,"Baynes, Aron",1,2012,2015,aron_baynes,1610612765,Detroit,Pistons,DET,pistons,Y
222,76128,"Bazarevich, Sergei",0,1994,1994,HISTADD_sergei_bazarevich,0,,,,,Y
223,203145,"Bazemore, Kent",1,2012,2015,kent_bazemore,1610612737,Atlanta,Hawks,ATL,hawks,Y
224,76129,"Beach, Ed",0,1950,1950,HISTADD_ed_beach,0,,,,,Y
225,203078,"Beal, Bradley",1,2012,2015,bradley_beal,1610612764,Washington,Wizards,WAS,wizards,Y
226,76130,"Beard, Butch",0,1969,1978,HISTADD_butch_beard,0,,,,,Y
227,76131,"Beard, Ralph",0,1949,1950,HISTADD_ralph_beard,0,,,,,Y
228,2602,"Beasley, Jerome",0,2003,2003,jerome_beasley,0,,,,,Y
229,201563,"Beasley, Michael",0,2008,2014,michael_beasley,0,,,,,Y
230,76133,"Beaty, Zelmo",0,1962,1974,HISTADD_bigz_beaty,0,,,,,Y
231,201958,"Beaubois, Rodrigue",0,2009,2012,rodrigue_beaubois,0,,,,,Y
232,76134,"Beck, Byron",0,1976,1976,HISTADD_byron_beck,0,,,,,Y
233,1133,"Beck, Corey",0,1995,1998,HISTADD_corey_beck,0,,,,,Y
234,76136,"Beck, Ernie",0,1953,1960,HISTADD_ernie_beck,0,,,,,Y
235,76137,"Becker, Moe",0,1946,1946,HISTADD_moe_becker,0,,,,,Y
236,76138,"Bedford, William",0,1986,1992,HISTADD_william_bedford,0,,,,,Y
237,76139,"Beenders, Hank",0,1946,1948,HISTADD_hank_beenders,0,,,,,Y
238,76140,"Behagen, Ron",0,1973,1979,HISTADD_ron_behagen,0,,,,,Y
239,76141,"Behnke, Elmer",0,1951,1951,HISTADD_elmer_behnke,0,,,,,Y
240,201158,"Belinelli, Marco",1,2007,2015,marco_belinelli,1610612758,Sacramento,Kings,SAC,kings,Y
241,2294,"Bell, Charlie",0,2001,2010,charlie_bell,0,,,,,Y
242,76142,"Bell, Dennis",0,1973,1975,HISTADD_dennis_bell,0,,,,,Y
243,1952,"Bell, Raja",0,2000,2011,raja_bell,0,,,,,Y
244,2559,"Bell, Troy",0,2003,2003,troy_bell,0,,,,,Y
245,76143,"Bell, William",0,1959,1960,HISTADD_whitey_bell,0,,,,,Y
246,76144,"Bellamy, Walt",0,1961,1974,HISTADD_walt_bellamy,0,,,,,Y
247,76145,"Bemoras, Irv",0,1953,1956,HISTADD_irv_bemoras,0,,,,,Y
248,76146,"Benbow, Leon",0,1974,1975,HISTADD_leon_benbow,0,,,,,Y
249,1886,"Bender, Jonathan",0,1999,2009,jonathan_bender,0,,,,,Y
250,203968,"Benimon, Jerrelle",0,2014,2014,jerrelle_benimon,0,,,,,Y
251,104,"Benjamin, Benoit",0,1985,1999,HISTADD_benoit_benjamin,0,,,,,Y
252,1736,"Benjamin, Corey",0,1998,2002,corey_benjamin,0,,,,,Y
253,203461,"Bennett, Anthony",1,2013,2015,anthony_bennett,1610612761,Toronto,Raptors,TOR,raptors,Y
254,1120,"Bennett, Elmer",0,1994,1996,HISTADD_elmer_bennett,0,,,,,Y
255,712,"Bennett, Mario",0,1995,2002,HISTADD_mario_bennett,0,,,,,Y
256,76151,"Bennett, Mel",0,1976,1981,HISTADD_mel_bennett,0,,,,,Y
257,76148,"Bennett, Tony",0,1992,1994,HISTADD_tony_bennett,0,,,,,Y
258,76152,"Bennett, Winston",0,1989,1991,HISTADD_winston_bennett,0,,,,,Y
259,128,"Benoit, David",0,1991,2000,HISTADD_david_benoit,0,,,,,Y
260,202728,"Benson, Keith",0,2011,2011,keith_benson,0,,,,,Y
261,76154,"Benson, Kent",0,1977,1987,HISTADD_kent_benson,0,,,,,Y
262,76155,"Berce, Gene",0,1949,1949,HISTADD_gene_berce,0,,,,,Y
263,76156,"Bergen, Gary",0,1956,1956,HISTADD_gary_bergen,0,,,,,Y
264,76157,"Berry, Ricky",0,1988,1988,HISTADD_ricky_berry,0,,,,,Y
265,76158,"Berry, Walter",0,1986,1988,HISTADD_walter_berry,0,,,,,Y
266,76159,"Beshore, Del",0,1978,1979,HISTADD_del_beshore,0,,,,,Y
267,696,"Best, Travis",0,1995,2004,travis_best,0,,,,,Y
268,201976,"Beverley, Patrick",1,2012,2015,patrick_beverley,1610612745,Houston,Rockets,HOU,rockets,Y
269,204021,"Bhullar, Sim",0,2014,2014,sim_bhullar,0,,,,,Y
270,76160,"Bianchi, Al",0,1956,1965,HISTADD_al_bianchi,0,,,,,Y
271,76161,"Biasatti, Hank",0,1946,1946,HISTADD_hank_biasatti,0,,,,,Y
272,76162,"Bibby, Henry",0,1972,1980,HISTADD_henry_bibby,0,,,,,Y
273,1710,"Bibby, Mike",0,1998,2011,mike_bibby,0,,,,,Y
274,76163,"Biedenbach, Ed",0,1968,1968,HISTADD_ed_biedenbach,0,,,,,Y
275,2740,"Biedrins, Andris",0,2004,2013,andris_biedrins,0,,,,,Y
276,76164,"Bielke, Don",0,1955,1955,HISTADD_don_bielke,0,,,,,Y
277,76165,"Bigelow, Bob",0,1975,1978,HISTADD_bob_bigelow,0,,,,,Y
278,1497,"Billups, Chauncey",0,1997,2013,chauncey_billups,0,,,,,Y
279,76166,"Bing, Dave",0,1966,1977,HISTADD_dave_bing,0,,,,,Y
280,76167,"Binion, Joe",0,1986,1986,HISTADD_joe_binion,0,,,,,Y
281,76168,"Bird, Jerry",0,1958,1958,HISTADD_jerry_bird,0,,,,,Y
282,1449,"Bird, Larry",0,1979,1991,HISTADD_larry_bird,0,,,,,Y
283,76170,"Birdsong, Otis",0,1977,1988,HISTADD_otis_birdsong,0,,,,,Y
284,76171,"Bishop, Gale",0,1948,1948,HISTADD_gale_bishop,0,,,,,Y
285,202687,"Biyombo, Bismack",1,2011,2015,bismack_biyombo,1610612761,Toronto,Raptors,TOR,raptors,Y
286,202357,"Bjelica, Nemanja",1,2015,2015,nemanja_bjelica,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
287,76172,"Blab, Uwe",0,1985,1989,HISTADD_uwe_blab,0,,,,,Y
288,76173,"Black, Charlie",0,1948,1951,HISTADD_hawk_black,0,,,,,Y
289,76174,"Black, Norman",0,1980,1980,HISTADD_norman_black,0,,,,,Y
290,204028,"Black, Tarik",1,2014,2015,tarik_black,1610612747,Los Angeles,Lakers,LAL,lakers,Y
291,76175,"Black, Tom",0,1970,1970,HISTADD_tom_black,0,,,,,Y
292,76176,"Blackman, Rolando",0,1981,1993,HISTADD_rolando_blackman,0,,,,,Y
293,76180,"Blackwell, Alex",0,1992,1992,HISTADD_alex_blackwell,0,,,,,Y
294,76177,"Blackwell, Cory",0,1984,1984,HISTADD_cory_blackwell,0,,,,,Y
295,1806,"Blackwell, James",0,1994,1994,HISTADD_james_blackwell,0,,,,,Y
296,76179,"Blackwell, Nate",0,1987,1987,HISTADD_nate_blackwell,0,,,,,Y
297,201971,"Blair, DeJuan",1,2009,2015,dejuan_blair,1610612764,Washington,Wizards,WAS,wizards,Y
298,2581,"Blake, Steve",1,2003,2015,steve_blake,1610612765,Detroit,Pistons,DET,pistons,Y
299,202392,"Blakely, Marqus",0,2010,2010,marqus_blakely,0,,,,,Y
300,200807,"Blalock, Will",0,2006,2006,will_blalock,0,,,,,Y
301,76182,"Blaney, George",0,1961,1961,HISTADD_george_blaney,0,,,,,Y
